time,x,y,Q,dist,pan,tilt
1770614639.807883,86.10159,-31.83123,5889.5,12,25,90
1770614639.807897,86.10159,-31.83123,5889.5,27,45,90
1770614639.8079107,86.10159,-31.83123,5889.5,29,65,90
1770614639.8079247,86.10159,-31.83123,5889.5,9,85,90
1770614639.8079388,86.10159,-31.83123,5889.5,8,105,90
1770614639.807953,86.10159,-31.83123,5889.5,9,125,90
1770614639.8079662,86.10159,-31.83123,5889.5,66,145,90
1770614639.8079803,86.10159,-31.83123,5889.5,13,25,120
1770614639.8079948,86.10159,-31.83123,5889.5,29,45,120
1770614639.8080087,86.10159,-31.83123,5889.5,30,65,120
1770614639.8080232,86.10159,-31.83123,5889.5,10,85,120
1770614639.8080373,86.10159,-31.83123,5889.5,9,105,120
1770614639.8080513,86.10159,-31.83123,5889.5,10,125,120
1770614639.8080657,86.10159,-31.83123,5889.5,31,145,120
1770614649.9434657,40.67818,25.50253,5889.5,200,25,60
1770614649.9434955,40.67818,25.50253,5889.5,200,45,60
1770614649.9435108,40.67818,25.50253,5889.5,200,65,60
1770614649.943525,40.67818,25.50253,5889.5,200,85,60
1770614649.9435387,40.67818,25.50253,5889.5,151,105,60
1770614649.9435527,40.67818,25.50253,5889.5,142,125,60
1770614649.9435668,40.67818,25.50253,5889.5,146,145,60
1770614649.9435804,40.67818,25.50253,5889.5,50,25,90
1770614649.943594,40.67818,25.50253,5889.5,21,45,90
1770614649.9436078,40.67818,25.50253,5889.5,4,65,90
1770614649.9436214,40.67818,25.50253,5889.5,3,85,90
1770614649.943635,40.67818,25.50253,5889.5,200,105,90
1770614649.9436483,40.67818,25.50253,5889.5,9,125,90
1770614649.9436622,40.67818,25.50253,5889.5,2,145,90
1770614649.9436753,40.67818,25.50253,5889.5,36,25,120
1770614649.943689,40.67818,25.50253,5889.5,27,45,120
1770614649.9437025,40.67818,25.50253,5889.5,6,65,120
1770614649.9437163,40.67818,25.50253,5889.5,5,85,120
1770614649.94373,40.67818,25.50253,5889.5,5,105,120
1770614649.9437435,40.67818,25.50253,5889.5,9,125,120
1770614649.9437573,40.67818,25.50253,5889.5,48,145,120
1770614655.8039525,40.67818,25.50253,5933.928,132,25,60
1770614655.8039827,40.67818,25.50253,5933.928,20,45,60
1770614655.8039987,40.67818,25.50253,5933.928,22,65,60
1770614655.8040133,40.67818,25.50253,5933.928,152,85,60
1770614655.8040276,40.67818,25.50253,5933.928,8,105,60
1770614655.8040416,40.67818,25.50253,5933.928,6,125,60
1770614655.8040555,40.67818,25.50253,5933.928,127,145,60
1770614655.8040693,40.67818,25.50253,5933.928,7,25,90
1770614655.8040838,40.67818,25.50253,5933.928,20,45,90
1770614655.804098,40.67818,25.50253,5933.928,21,65,90
1770614655.804112,40.67818,25.50253,5933.928,7,85,90
1770614655.804125,40.67818,25.50253,5933.928,5,105,90
1770614655.8041387,40.67818,25.50253,5933.928,5,125,90
1770614655.8041527,40.67818,25.50253,5933.928,6,145,90
1770614655.8041663,40.67818,25.50253,5933.928,17,25,120
1770614655.8041804,40.67818,25.50253,5933.928,20,45,120
1770614655.8041945,40.67818,25.50253,5933.928,23,65,120
1770614655.8042083,40.67818,25.50253,5933.928,12,85,120
1770614655.804222,40.67818,25.50253,5933.928,6,105,120
1770614655.804236,40.67818,25.50253,5933.928,5,125,120
1770614655.804255,40.67818,25.50253,5933.928,9,145,120
1770614660.3324652,40.67818,25.50253,5933.928,143,25,60
1770614660.332496,40.67818,25.50253,5933.928,20,45,60
1770614660.3325098,40.67818,25.50253,5933.928,22,65,60
1770614660.332522,40.67818,25.50253,5933.928,157,85,60
1770614660.332533,40.67818,25.50253,5933.928,8,105,60
1770614660.332546,40.67818,25.50253,5933.928,6,125,60
1770614660.3325582,40.67818,25.50253,5933.928,115,145,60
1770614660.3325708,40.67818,25.50253,5933.928,38,25,90
1770614660.3325825,40.67818,25.50253,5933.928,19,45,90
1770614660.332594,40.67818,25.50253,5933.928,21,65,90
1770614660.332605,40.67818,25.50253,5933.928,7,85,90
1770614660.3326163,40.67818,25.50253,5933.928,5,105,90
1770614660.3326283,40.67818,25.50253,5933.928,5,125,90
1770614660.3326411,40.67818,25.50253,5933.928,6,145,90
1770614660.3326533,40.67818,25.50253,5933.928,37,25,120
1770614660.3326654,40.67818,25.50253,5933.928,20,45,120
1770614660.3326776,40.67818,25.50253,5933.928,23,65,120
1770614660.3326902,40.67818,25.50253,5933.928,12,85,120
1770614660.3327029,40.67818,25.50253,5933.928,6,105,120
1770614660.332714,40.67818,25.50253,5933.928,5,125,120
1770614660.3327262,40.67818,25.50253,5933.928,9,145,120
